x y
1403.6927995216254 187.75388210025665
292.9195746892236 908.1421071859104
1302.8318155452123 1399.8219316543807
299.3848199708656 909.8507421656744
292.4685879865603 900.1259166668486
301.81615007224985 910.3627166588037
394.2530298078509 974.1028434426556
1393.33755397497 203.8741746661469
910.8990214822343 584.4538769753633
192.9362396299362 699.8006512409102
1313.3576688352998 1407.5611924956322
913.507872988472 596.2374318974935
800.7636969314626 110.30696582849164
793.5430657463049 99.87311171508159
589.6757003092393 399.34863876908145
1495.548849220059 1102.3560567991422
878.8810320106501 594.1898095518102
397.66188478074486 989.6431237238176
1506.255117013192 1108.3176636500139
1198.55563262659 1505.0549116200618
784.6392996396842 91.42585142657114
1406.439932683295 211.0338606460276
1205.2780256766825 1505.716442771657
285.77672399939877 898.745864217165
195.92371501741442 697.3825239649426
397.7679177688436 1011.2788948467975
215.71405695688603 696.560751499944
393.93566322149115 996.3832539489334
1401.2815136863812 204.32820163660847
298.974245756518 896.6878049534217
303.3977586273678 904.4406326334584
1185.0295754339436 1507.694169418224
888.4670896263635 602.9289998347995
507.0983119457316 1204.1858457365988
786.6854506359559 98.82751478469089
193.81753451711577 706.2316668340842
799.2534574413478 81.29875619445221
794.6997099064288 108.23866265361877
912.2757731310991 588.6162643257412
209.4504992322595 701.6883434082679
908.661136919443 606.5833544270239
1496.0382561349104 1098.351907432132
1503.5131950775244 1103.6127438111434
593.6157051181065 407.9934849291
1297.6558302640155 1390.2635908386587
904.9920956313737 588.1636561895684
204.03673584008848 701.3626358034984
594.621696717135 404.473669805133
411.8762944529723 998.4042231543165
1197.1268415092698 1501.151236493819
592.9432953785525 395.0575824062323
908.4385063205434 599.6228452002473
388.64007091588593 1016.5689397782135
1401.771205423131 196.81375988540785
488.35392212937415 1208.2277742909846
808.1780290332449 101.5905276625356
186.79666836109084 699.8753764718848
1295.7670056587194 1407.617324004144
610.4138661852987 408.5931370951075
1489.6445663116954 1095.6179560992489
307.1366778948437 901.4244141548148
382.9761792835946 985.9696824774452
1180.3380406478132 1502.2875843757738
393.2960896054235 1006.3834380296017
397.0161699967087 979.0092559627423
499.99823151087674 1200.3358554862446
1188.7157756493057 1486.0461231383474
487.4458503289075 1196.326826487332
1393.5188593076562 210.87787383524767
1205.51072444959 1503.832766541044
509.0390545203928 1207.2228866756332
603.6983115601228 404.51636283616034
794.8750016358217 97.93441680540928
908.7373500919635 604.8554570897329
1287.4327197842797 1397.4523648677523
597.1815345871207 405.97841203537257
502.7271146514197 1209.2530843810607
503.5908103801969 1212.5893159331665
214.36293764565153 698.5478836196303
1404.4912364269169 200.45735166946932
785.7510641665913 101.46392166702891
1419.218647617449 203.22678412383175
1196.044820741414 1499.4432300346166
506.7832351353781 1205.0298960879836
608.2137452736678 383.73800478564334
1486.0487056076063 1082.7324704645778
1302.6899422600006 1410.042427703505
1312.5901331911812 1388.856926109027
1323.5409261789227 1399.826589196863
297.85759598280566 920.2027799429543
188.10658241996217 702.584406050492
497.62422691914963 1215.7378257037553
1304.4446646329352 1402.1330936276247
406.5019939991918 1001.4469312849561
1492.5315148008806 1096.8822620383107
897.384475361724 602.1558372154997
593.246542371216 394.5387651881511
1485.972794780812 1099.1780853492926
1406.9276677782161 194.3647506387006
1495.862880590707 1086.8639892562112
1205.1661544913802 1496.072028132235
1494.042631109612 1104.267883803461
198.52730943430703 720.2702042959611
506.98321719612727 1204.712962535659
1300.9556165033607 1401.3578145436686
1204.0919392975213 1495.2148996559872
807.5699706425228 103.25868834666642
598.0820553589582 407.4835341122518
297.8771430257481 897.354784823417
1401.799576874146 188.61247768946834
